=== 消失隊死前鎖點（僅印曾被記錄=曾瀕死的） ===
--- team=-1000036 死前軌跡（最近 100 筆瀕死快照） ---
    tick=50799 task=idle prio=0 reason= combat_target=10 option= food_days=0.00 pop=1 famine_days=0.0 tile=(10, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=32548 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32549 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32550 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32551 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32552 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32553 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32554 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32555 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32556 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32557 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32558 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32559 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32560 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32561 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32562 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32563 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32564 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32565 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32566 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32567 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32568 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32569 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32570 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32571 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32572 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32573 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32574 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32575 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32576 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32577 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32578 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32579 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32580 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32581 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32582 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32583 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32584 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32585 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32586 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32587 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32588 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32589 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32590 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32591 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32592 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32593 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32594 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32595 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32596 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32597 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32598 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.3 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32599 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32600 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32601 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32602 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32603 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32604 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32605 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32606 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32607 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32608 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32609 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32610 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32611 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32612 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32613 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32614 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32615 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32616 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32617 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32618 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32619 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32620 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32621 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32622 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32623 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32624 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32625 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32626 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32627 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32628 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32629 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32630 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32631 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32632 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32633 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32634 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32635 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32636 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32637 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    tick=32638 task=逃跑 prio=80 reason=solo combat_target=-1 option=survival food_days=0.00 pop=1 famine_days=33.8 tile=(27, 4) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=["買糧"] survival_dispatch_would_succeed=false
    ★★ stall_exclude FIRE 事件（1 次）：
      tick=26199 排除=買糧 (排除前承諾option=買糧) food_days_at_fire=0.00 famine_days=7.1
    ★死因分類=famine（末筆 food_days=0.00 < CRISIS_FLOOR=1.5 ＝真深餓）
--- team=79 死前軌跡（最近 300 筆瀕死快照） ---
    tick=24999 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
    tick=25000 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
    tick=25001 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
    tick=25002 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
    tick=25003 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
    tick=25004 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
    tick=25005 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
    tick=25006 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
    tick=25007 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
    tick=25008 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
    tick=25009 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
    tick=25010 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
    tick=25011 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
    tick=25012 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
    tick=25013 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
    tick=25014 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
    tick=25015 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
    tick=25016 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
    tick=25017 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
    tick=25018 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
    tick=25019 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
    tick=25020 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
    tick=25021 task=貿易 prio=10 reason=ambition combat_target=-1 option=survival food_days=3.33 pop=3 famine_days=0.0 tile=(16, 21) move_target=(16, 21) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=true
